
Валовая прибыль предприятия %ВалютаОтчета%

Параметры:	Период: 01.01.2020 - 31.12.2020
	Показывать продажи: Кроме продаж между собственными юр. лицами
	Данные продаж: В валюте упр. учета без НДС
Отбор:	Склад Не в группе "Товары отгруж. без перехода прав.собст. "

Сегмент	Группа доступа	Клиент	Головное предприятие	Период, месяц	Выручка
Северо-Западный ФО	СЗФО Киселев	ТМР, ООО, Санкт-Петербург	Тепло маркет, ООО, Санкт-Петербург		5 335,42
Северо-Западный ФО	СЗФО Киселев	ТМР, ООО, Санкт-Петербург	Тепло маркет, ООО, Санкт-Петербург	Январь 2020 г.	5 335,42
Северо-Западный ФО	СЗФО Киселев	ТС, ООО, Санкт-Петербург			62 997,93
Северо-Западный ФО	СЗФО Киселев	ТС, ООО, Санкт-Петербург		Январь 2020 г.	23 748,25
Северо-Западный ФО	СЗФО Киселев	ТС, ООО, Санкт-Петербург		Февраль 2020 г.	28 717,27
Северо-Западный ФО	СЗФО Киселев	ТС, ООО, Санкт-Петербург		Июнь 2020 г.	6 409,45
Северо-Западный ФО	СЗФО Киселев	ТС, ООО, Санкт-Петербург		Июль 2020 г.	4 122,96
Северо-Западный ФО	СЗФО Киселев	УПТК САНТЕХКОМПЛЕКТ СЗ,ООО, Санкт-Петербург	УНР-528  Сантехмонтаж-62 Фирма, ООО, Лен.обл		1 055 226,41
Северо-Западный ФО	СЗФО Киселев	УПТК САНТЕХКОМПЛЕКТ СЗ,ООО, Санкт-Петербург	УНР-528  Сантехмонтаж-62 Фирма, ООО, Лен.обл	Октябрь 2020 г.	492 178,68
Северо-Западный ФО	СЗФО Киселев	УПТК САНТЕХКОМПЛЕКТ СЗ,ООО, Санкт-Петербург	УНР-528  Сантехмонтаж-62 Фирма, ООО, Лен.обл	Ноябрь 2020 г.	324 778,19
Северо-Западный ФО	СЗФО Киселев	УПТК САНТЕХКОМПЛЕКТ СЗ,ООО, Санкт-Петербург	УНР-528  Сантехмонтаж-62 Фирма, ООО, Лен.обл	Декабрь 2020 г.	238 269,54
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург			7 241 851,25
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург		Январь 2020 г.	643 572,89
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург		Февраль 2020 г.	180 921,93
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург		Март 2020 г.	865 925,84
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург		Июнь 2020 г.	859 482,52
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург		Июль 2020 г.	631 330,56
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург		Август 2020 г.	1 082 428,52
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург		Сентябрь 2020 г.	867 034,00
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург		Октябрь 2020 г.	408 047,95
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург		Ноябрь 2020 г.	889 251,17
Северо-Западный ФО	СЗФО Киселев	Фантек, ООО, Санкт-Петербург		Декабрь 2020 г.	813 855,87
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург			3 217 125,97
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Январь 2020 г.	73 658,71
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Февраль 2020 г.	180 837,97
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Март 2020 г.	150 367,53
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Апрель 2020 г.	1 024,64
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Май 2020 г.	205 000,05
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Июнь 2020 г.	394 613,43
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Июль 2020 г.	516 970,84
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Август 2020 г.	435 571,31
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Сентябрь 2020 г.	272 196,92
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Октябрь 2020 г.	199 951,96
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Ноябрь 2020 г.	378 939,67
Северо-Западный ФО	СЗФО Киселев	Штоф, ООО, Санкт-Петербург		Декабрь 2020 г.	407 992,94
Северо-Западный ФО	СЗФО Киселев	Щербакова ЕВ, ИП, Псков	ПрофСантех, ООО, Псков		13 295,48
Северо-Западный ФО	СЗФО Киселев	Щербакова ЕВ, ИП, Псков	ПрофСантех, ООО, Псков	Июнь 2020 г.	13 295,48
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург		13 253 869,80
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Январь 2020 г.	467 701,64
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Февраль 2020 г.	968 441,91
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Март 2020 г.	536 869,82
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Апрель 2020 г.	981 437,16
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Май 2020 г.	2 302 911,62
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Июнь 2020 г.	2 511 452,00
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Июль 2020 г.	1 885 945,15
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Август 2020 г.	639 101,81
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Сентябрь 2020 г.	942 450,14
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Октябрь 2020 г.	609 344,46
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Ноябрь 2020 г.	646 010,66
Северо-Западный ФО	СЗФО Киселев	ЭКО-БАЛТ, АО, Санкт-Петербург	Акведук, ООО, Санкт-Петербург	Декабрь 2020 г.	762 203,43
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург			50 240 339,45
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Январь 2020 г.	4 666 324,79
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Февраль 2020 г.	4 218 144,64
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Март 2020 г.	7 673 660,12
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Апрель 2020 г.	489 150,79
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Май 2020 г.	5 733 228,74
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Июнь 2020 г.	5 033 399,01
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Июль 2020 г.	5 084 826,56
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Август 2020 г.	2 565 283,67
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Сентябрь 2020 г.	1 861 639,35
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Октябрь 2020 г.	3 707 968,61
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Ноябрь 2020 г.	3 229 606,18
Северо-Западный ФО	СЗФО Кривцова	МастерПроф,  ООО, г. Санкт-Петербург		Декабрь 2020 г.	5 977 106,99
Северо-Западный ФО	СЗФО Кривцова	Монолит-С, ООО, Саратов	Главхозторг, ООО, Энгельс		1 750 745,41
Северо-Западный ФО	СЗФО Кривцова	Монолит-С, ООО, Саратов	Главхозторг, ООО, Энгельс	Январь 2020 г.	122 285,24
Северо-Западный ФО	СЗФО Кривцова	Монолит-С, ООО, Саратов	Главхозторг, ООО, Энгельс	Февраль 2020 г.	82 650,46
Северо-Западный ФО	СЗФО Кривцова	Монолит-С, ООО, Саратов	Главхозторг, ООО, Энгельс	Март 2020 г.	1 215 692,61
Северо-Западный ФО	СЗФО Кривцова	Монолит-С, ООО, Саратов	Главхозторг, ООО, Энгельс	Апрель 2020 г.	228 302,42
Северо-Западный ФО	СЗФО Кривцова	Монолит-С, ООО, Саратов	Главхозторг, ООО, Энгельс	Май 2020 г.	101 814,68
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс		4 069 225,49
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Январь 2020 г.	127 673,58
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Февраль 2020 г.	92 658,88
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Март 2020 г.	512 742,55
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Апрель 2020 г.	217 433,59
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Май 2020 г.	106 851,38
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Июнь 2020 г.	612 652,27
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Июль 2020 г.	122 122,08
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Август 2020 г.	255 825,24
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Сентябрь 2020 г.	700 055,86
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Октябрь 2020 г.	676 210,56
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Ноябрь 2020 г.	398 429,11
Северо-Западный ФО	СЗФО Кривцова	Мясников Д.И. ИП, г.Энгельс	Главхозторг, ООО, Энгельс	Декабрь 2020 г.	246 570,39
Северо-Западный ФО	СЗФО Кривцова	САЗ ООО ТД, Саратов	Главхозторг, ООО, Энгельс		2 223 564,03
Северо-Западный ФО	СЗФО Кривцова	САЗ ООО ТД, Саратов	Главхозторг, ООО, Энгельс	Июнь 2020 г.	527 591,87
Северо-Западный ФО	СЗФО Кривцова	САЗ ООО ТД, Саратов	Главхозторг, ООО, Энгельс	Сентябрь 2020 г.	580 912,48
Северо-Западный ФО	СЗФО Кривцова	САЗ ООО ТД, Саратов	Главхозторг, ООО, Энгельс	Октябрь 2020 г.	444 113,52
Северо-Западный ФО	СЗФО Кривцова	САЗ ООО ТД, Саратов	Главхозторг, ООО, Энгельс	Ноябрь 2020 г.	279 770,89
Северо-Западный ФО	СЗФО Кривцова	САЗ ООО ТД, Саратов	Главхозторг, ООО, Энгельс	Декабрь 2020 г.	391 175,27
Северо-Западный ФО	СЗФО Кривцова	ЭНЕРГЕТИК-92 ООО, Саратов	Главхозторг, ООО, Энгельс		229 513,98
Северо-Западный ФО	СЗФО Кривцова	ЭНЕРГЕТИК-92 ООО, Саратов	Главхозторг, ООО, Энгельс	Август 2020 г.	229 513,98
Северо-Западный ФО	СЗФО Разин	АДЭЛЬ, ООО, Санкт-Петербург			309 763,29
Северо-Западный ФО	СЗФО Разин	АДЭЛЬ, ООО, Санкт-Петербург		Январь 2020 г.	138 703,73
Северо-Западный ФО	СЗФО Разин	АДЭЛЬ, ООО, Санкт-Петербург		Февраль 2020 г.	12 002,83
Северо-Западный ФО	СЗФО Разин	АДЭЛЬ, ООО, Санкт-Петербург		Март 2020 г.	51 460,35
Северо-Западный ФО	СЗФО Разин	АДЭЛЬ, ООО, Санкт-Петербург		Июль 2020 г.	7 595,70
Северо-Западный ФО	СЗФО Разин	АДЭЛЬ, ООО, Санкт-Петербург		Август 2020 г.	32 405,50
Северо-Западный ФО	СЗФО Разин	АДЭЛЬ, ООО, Санкт-Петербург		Сентябрь 2020 г.	11 825,15
Северо-Западный ФО	СЗФО Разин	АДЭЛЬ, ООО, Санкт-Петербург		Октябрь 2020 г.	17 941,75
Северо-Западный ФО	СЗФО Разин	АДЭЛЬ, ООО, Санкт-Петербург		Ноябрь 2020 г.	7 711,55
Северо-Западный ФО	СЗФО Разин	АДЭЛЬ, ООО, Санкт-Петербург		Декабрь 2020 г.	30 116,73
Северо-Западный ФО	СЗФО Разин	АкваСити, ООО, Санкт-Петербург			203 182,58
Северо-Западный ФО	СЗФО Разин	АкваСити, ООО, Санкт-Петербург		Июнь 2020 г.	18 058,60
Северо-Западный ФО	СЗФО Разин	АкваСити, ООО, Санкт-Петербург		Июль 2020 г.	90 056,62
Северо-Западный ФО	СЗФО Разин	АкваСити, ООО, Санкт-Петербург		Август 2020 г.	26 537,88
Северо-Западный ФО	СЗФО Разин	АкваСити, ООО, Санкт-Петербург		Сентябрь 2020 г.	17 534,19
Северо-Западный ФО	СЗФО Разин	АкваСити, ООО, Санкт-Петербург		Октябрь 2020 г.	14 486,76
Северо-Западный ФО	СЗФО Разин	АкваСити, ООО, Санкт-Петербург		Ноябрь 2020 г.	8 474,62
Северо-Западный ФО	СЗФО Разин	АкваСити, ООО, Санкт-Петербург		Декабрь 2020 г.	28 033,91
Северо-Западный ФО	СЗФО Разин	АНТ, ООО, Санкт-Петербург			158 712,81
Северо-Западный ФО	СЗФО Разин	АНТ, ООО, Санкт-Петербург		Апрель 2020 г.	53 332,76
Северо-Западный ФО	СЗФО Разин	АНТ, ООО, Санкт-Петербург		Май 2020 г.	105 238,53
Северо-Западный ФО	СЗФО Разин	АНТ, ООО, Санкт-Петербург		Ноябрь 2020 г.	141,52
Северо-Западный ФО	СЗФО Разин	АНТАРЕС ООО, Санкт-Петербург			168 793,94
Северо-Западный ФО	СЗФО Разин	АНТАРЕС ООО, Санкт-Петербург		Февраль 2020 г.	101 481,30
Северо-Западный ФО	СЗФО Разин	АНТАРЕС ООО, Санкт-Петербург		Март 2020 г.	56 301,37
Северо-Западный ФО	СЗФО Разин	АНТАРЕС ООО, Санкт-Петербург		Июнь 2020 г.	11 011,27
Северо-Западный ФО	СЗФО Разин	Антеро, ООО, Санкт-Петербург			794 123,12
Северо-Западный ФО	СЗФО Разин	Антеро, ООО, Санкт-Петербург		Август 2020 г.	376 953,46
Северо-Западный ФО	СЗФО Разин	Антеро, ООО, Санкт-Петербург		Сентябрь 2020 г.	76 994,66
Северо-Западный ФО	СЗФО Разин	Антеро, ООО, Санкт-Петербург		Октябрь 2020 г.	125 955,02
Северо-Западный ФО	СЗФО Разин	Антеро, ООО, Санкт-Петербург		Ноябрь 2020 г.	111 609,87
Северо-Западный ФО	СЗФО Разин	Антеро, ООО, Санкт-Петербург		Декабрь 2020 г.	102 610,11
Северо-Западный ФО	СЗФО Разин	АО "Вюрт Северо-Запад"			2 082,75
Северо-Западный ФО	СЗФО Разин	АО "Вюрт Северо-Запад"		Март 2020 г.	2 082,75
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург			4 130 527,58
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Январь 2020 г.	237 125,66
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Февраль 2020 г.	320 697,67
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Март 2020 г.	373 492,67
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Апрель 2020 г.	251 969,84
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Май 2020 г.	323 637,80
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Июнь 2020 г.	425 034,12
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Июль 2020 г.	414 412,28
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Август 2020 г.	371 385,96
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Сентябрь 2020 г.	310 172,27
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Октябрь 2020 г.	317 327,34
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Ноябрь 2020 г.	370 655,47
Северо-Западный ФО	СЗФО Разин	Артелия, ООО, Санкт-Петербург		Декабрь 2020 г.	414 616,50
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск			2 189 576,12
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Январь 2020 г.	31 386,58
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Февраль 2020 г.	82 314,25
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Март 2020 г.	130 697,52
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Апрель 2020 г.	178 551,69
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Май 2020 г.	273 484,62
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Июнь 2020 г.	352 329,15
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Июль 2020 г.	304 942,16
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Август 2020 г.	211 886,94
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Сентябрь 2020 г.	158 135,92
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Октябрь 2020 г.	268 156,34
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Ноябрь 2020 г.	73 980,24
Северо-Западный ФО	СЗФО Разин	Архпромкомплект ПСК, ООО, Архангельск		Декабрь 2020 г.	123 710,71
Северо-Западный ФО	СЗФО Разин	Бау-Трейд, ООО, Санкт-Петербург			39 646,30
Северо-Западный ФО	СЗФО Разин	Бау-Трейд, ООО, Санкт-Петербург		Октябрь 2020 г.	23 624,89
Северо-Западный ФО	СЗФО Разин	Бау-Трейд, ООО, Санкт-Петербург		Ноябрь 2020 г.	16 021,41
Северо-Западный ФО	СЗФО Разин	Брик, ООО, Санкт-Петербург			345 405,10
Северо-Западный ФО	СЗФО Разин	Брик, ООО, Санкт-Петербург		Январь 2020 г.	4 029,22
Северо-Западный ФО	СЗФО Разин	Брик, ООО, Санкт-Петербург		Март 2020 г.	7 967,26
Северо-Западный ФО	СЗФО Разин	Брик, ООО, Санкт-Петербург		Апрель 2020 г.	27 380,03
Северо-Западный ФО	СЗФО Разин	Брик, ООО, Санкт-Петербург		Июнь 2020 г.	52 092,91
Северо-Западный ФО	СЗФО Разин	Брик, ООО, Санкт-Петербург		Июль 2020 г.	67 413,22
Северо-Западный ФО	СЗФО Разин	Брик, ООО, Санкт-Петербург		Август 2020 г.	72 672,29
Северо-Западный ФО	СЗФО Разин	Брик, ООО, Санкт-Петербург		Сентябрь 2020 г.	57 721,84
Северо-Западный ФО	СЗФО Разин	Брик, ООО, Санкт-Петербург		Октябрь 2020 г.	56 128,33
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург		1 523 160,49
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Январь 2020 г.	127 454,21
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Февраль 2020 г.	218 082,51
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Март 2020 г.	198 880,92
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Апрель 2020 г.	81 978,06
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Май 2020 г.	82 248,43
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Июнь 2020 г.	129 062,56
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Июль 2020 г.	175 277,40
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Август 2020 г.	132 560,37
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Сентябрь 2020 г.	93 385,99
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Октябрь 2020 г.	196 240,03
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Ноябрь 2020 г.	72 951,47
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-КОМПЛЕКТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Декабрь 2020 г.	15 038,54
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-ОПТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург		5 749,11
Северо-Западный ФО	СЗФО Разин	ВЕЗЕР-ОПТ, ООО, Санкт-Петербург	ВЕЗЕР ТРЕЙДИНГ, ООО, Санкт-Петербург	Август 2020 г.	5 749,11
Северо-Западный ФО	СЗФО Разин	ГК ФИТИНГПАЙП, ООО, Кудрово			7 349,59
Северо-Западный ФО	СЗФО Разин	ГК ФИТИНГПАЙП, ООО, Кудрово		Февраль 2020 г.	7 349,59
Северо-Западный ФО	СЗФО Разин	Диалог, ООО, Санкт-Петербург	РУБЕЖ, ООО, Санкт-Петербург		831 840,97
Северо-Западный ФО	СЗФО Разин	Диалог, ООО, Санкт-Петербург	РУБЕЖ, ООО, Санкт-Петербург	Апрель 2020 г.	67 760,12
Северо-Западный ФО	СЗФО Разин	Диалог, ООО, Санкт-Петербург	РУБЕЖ, ООО, Санкт-Петербург	Август 2020 г.	149 591,99
Северо-Западный ФО	СЗФО Разин	Диалог, ООО, Санкт-Петербург	РУБЕЖ, ООО, Санкт-Петербург	Сентябрь 2020 г.	188 283,03
Северо-Западный ФО	СЗФО Разин	Диалог, ООО, Санкт-Петербург	РУБЕЖ, ООО, Санкт-Петербург	Октябрь 2020 г.	98 096,72
Северо-Западный ФО	СЗФО Разин	Диалог, ООО, Санкт-Петербург	РУБЕЖ, ООО, Санкт-Петербург	Ноябрь 2020 г.	199 942,48
Северо-Западный ФО	СЗФО Разин	Диалог, ООО, Санкт-Петербург	РУБЕЖ, ООО, Санкт-Петербург	Декабрь 2020 г.	128 166,63
Северо-Западный ФО	СЗФО Разин	ИНСТАЛ, ООО - ИЦ, Псков			484 944,38
Северо-Западный ФО	СЗФО Разин	ИНСТАЛ, ООО - ИЦ, Псков		Март 2020 г.	24 924,00
Северо-Западный ФО	СЗФО Разин	ИНСТАЛ, ООО - ИЦ, Псков		Апрель 2020 г.	24 924,00
Северо-Западный ФО	СЗФО Разин	ИНСТАЛ, ООО - ИЦ, Псков		Май 2020 г.	68 426,34
Северо-Западный ФО	СЗФО Разин	ИНСТАЛ, ООО - ИЦ, Псков		Июнь 2020 г.	54 446,89
Северо-Западный ФО	СЗФО Разин	ИНСТАЛ, ООО - ИЦ, Псков		Июль 2020 г.	87 103,09
Северо-Западный ФО	СЗФО Разин	ИНСТАЛ, ООО - ИЦ, Псков		Август 2020 г.	75 271,27
Северо-Западный ФО	СЗФО Разин	ИНСТАЛ, ООО - ИЦ, Псков		Октябрь 2020 г.	67 279,26
Северо-Западный ФО	СЗФО Разин	ИНСТАЛ, ООО - ИЦ, Псков		Декабрь 2020 г.	82 569,53
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград		2 106 428,51
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград	Февраль 2020 г.	258 553,85
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград	Март 2020 г.	271 181,41
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград	Май 2020 г.	150 900,01
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград	Июнь 2020 г.	66 629,13
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград	Июль 2020 г.	240 843,28
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград	Август 2020 г.	501 114,49
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград	Сентябрь 2020 г.	122 614,26
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград	Октябрь 2020 г.	192 163,07
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград	Ноябрь 2020 г.	112 422,50
Северо-Западный ФО	СЗФО Разин	К.С.П., ООО, Калининград	Дюйм и К, ООО, Калининград	Декабрь 2020 г.	190 006,51
